applicationNumber,animalclass,status,labelType,proprietaryName,fileName,bytes,ingredients,proprietary,bblabelId,indications
NADA 141-233,Cattle fed in confinement for slaughter,VFD,C,Optaflexx™ and Rumensin™ and Tylan™and MGA®,UCM533142.N141233.pdf,,"Melengestrol Acetate,Monensin,Ractopamine Hydrochloride,Tylosin Phosphate",,505,"<p> <font size=""2""></font>For increased rate of weight gain, improved feed efficiency, increased carcass leanness, prevention and control of coccidosis due to <em>Eimeria bovis </em>and <em>E. zuernii </em>and reduction of incidence of liver abscesses caused by <em>Fusobacterium necrophorum </em>and <em>Arcanobacterium (Actinomyces) pyogenes </em>in cattle fed in confinement for slaughter for the last 28 to 42 days on feed. <font size=""2""></font></p>"
ANADA 200-648,Beef and Dairy Heifers,VFD,C,Optaflexx™ and Monovet® and Tylovet® and MGA®,200648 Ractopamine Monensin Tylosin Type C Medicated Cattle Feed WG FE Lean Cocci Liver.pdf,,"Melengestrol Acetate,Monensin,Ractopamine Hydrochloride,Tylosin Phosphate",,8062,"<p> <font size=""3""></font>Heifers fed in confinement for slaughter: for increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). <font size=""3""></font></p>"
ANADA 200-648,Beef and Dairy Heifers,VFD,C,Optaflexx™ and Monovet® and Tylovet® and MGA®,200648 Ractopamine Monensin Tylosin Type C Liquid Medicated Cattle Feed WG FE Lean Cocci Liver Estrus.pdf,,"Melengestrol Acetate,Monensin,Ractopamine Hydrochloride,Tylosin Phosphate",,8063,"<p> <font size=""3""></font>Heifers fed in confinement for slaughter: for increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). <font size=""3""></font></p>"
ANADA 200-648,Cattle fed in confinement for slaughter,VFD,C,Optaflexx™ and Monovet® and Tylovet® and MGA®,200648 Ractopamine Monensin Tylosin Plus Type C Medicated Cattle Feed WG FE Lean Cocci Liver.pdf,,"Melengestrol Acetate,Monensin,Ractopamine Hydrochloride,Tylosin Phosphate",,8061,"<p> <font size=""3""></font>For increased rate of weight gain, improved feed efficiency, increased carcass leanness, prevention and control of coccidiosis due to <em>Eimeria bovis </em>and <em>E. zuernii </em>and reduction of incidence of liver abscesses caused by <em>Fusobacterium necrophorum </em>and <em>Arcanobacterium (Actinomyces) pyogenes </em>in cattle fed in confinement for slaughter for the last 28 to 42 days on feed. <font size=""3""></font></p>"
NADA 012-350,Turkeys,OTC,C,"Amprol® 25% Type A Medicated Article,Corid® 25% Type A Medicated Article",UCM493174.pdf,,Amprolium,,2343,"<p><font size=""3""></font></p><p>To be used in prevention of coccidiosis. </p>"
ANADA 200-223,"Growing Broiler Chickens, Growing Turkeys, Growing Pheasants",OTC,C,Albac® 50 Type A Medicated Article,UCM189894.pdf,,Bacitracin Zinc,,2409,"<p>For increased rate of weight gain and improved feed efficiency in growing broiler chickens, growing turkeys and growing pheasants.<br/></p>"
NADA 046-592,"Broiler and replacement chickens, growing turkeys, and pheasants",OTC,B,"BMD 30 Granular A,BMD 50 Granular A,BMD® 30,BMD® 50,BMD® 60",UCM439209.pdf,,Bacitracin methylenedisalicylate,,3083,"<p> <font size=""1""></font>For increased rate of weight gain and improved feed efficiency in broiler and replacement chickens, growing turkeys, and pheasants. <font size=""1""></font></p>"
NADA 046-592,"Broiler and replacement chickens, growing turkeys, and pheasants",OTC,C,"BMD 30 Granular A,BMD 50 Granular A,BMD® 30,BMD® 50,BMD® 60",UCM439251.pdf,,Bacitracin methylenedisalicylate,,3069,"<p> <font size=""2""></font>For increased rate of weight gain and improved feed efficiency in broiler and replacement chickens, growing turkeys, and pheasants. <font size=""2""></font></p>"
NADA 046-592,Growing turkeys,OTC,B,"BMD 30 Granular A,BMD 50 Granular A,BMD® 30,BMD® 50,BMD® 60",UCM439588.pdf,,Bacitracin methylenedisalicylate,,3056,"<p> <font size=""1""></font>As an aid in control of transmissible enteritis in growing turkeys complicated by organisms susceptible to bacitracin methylene disalicylate. <font size=""1""></font></p>"
NADA 046-592,Growing turkeys,OTC,C,"BMD 30 Granular A,BMD 50 Granular A,BMD® 30,BMD® 50,BMD® 60",UCM439745.pdf,,Bacitracin methylenedisalicylate,,3044,"<p> <font size=""2""></font>As an aid in control of transmissible enteritis in growing turkeys complicated by organisms susceptible to bacitracin methylene disalicylate. <font size=""2""></font></p>"
NADA 141-137,"Broiler and replacement chickens, growing turkeys or growing pheasants.",OTC,C,Pennitracin MD 50G®,UCM481461.pdf,,Bacitracin methylenedisalicylate,,2534,"<p> <font size=""3""></font>For increased rate of weight gain and improved feed efficiency in broiler and replacement chickens, growing turkeys or growing pheasants. <font size=""3""></font></p>"
NADA 141-137,"Broiler and replacement chickens, growing turkeys, and growing pheasants.",OTC,B,Pennitracin MD 50G®,UCM481459.pdf,,Bacitracin methylenedisalicylate,,2541,"<p> <font size=""2""></font>For increased rate of weight gain and improved feed efficiency in broiler and replacement chickens, growing turkeys, and growing pheasants. <font size=""2""></font></p>"
NADA 044-759,Growing Turkeys,OTC,B,Flavomycin® 4,Type B Label - Growing Turkeys 1-2 gton.pdf,,Bambermycins,,10867,<p>For improved feed efficiency in growing turkeys.<br/></p>
NADA 044-759,Growing Turkeys,OTC,B,Flavomycin® 4,Type B Label - Growing Turkeys 2 gton.pdf,,Bambermycins,,10868,<p>For increased rate of weight gain and improved feed efficiency in growing turkeys.<br/></p>
NADA 044-759,Growing Turkeys,OTC,C,Flavomycin® 4,Type C Label - Growing Turkeys 1-2 gton.pdf,,Bambermycins,,10872,<p>For improved feed efficiency in growing turkeys.<br/></p>
NADA 044-759,Growing Turkeys,OTC,C,Flavomycin® 4,Type C Label - Growing Turkeys 2 gton.pdf,,Bambermycins,,10873,<p>For increased rate of weight gain and improved feed efficiency in growing turkeys.<br/></p>
NADA 048-761,Turkey poults not over 4 weeks of age,VFD,C,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",048761 Turkey Poults Type C.pdf,,Chlortetracycline,,8481,"<p><font color=""#231f20"" face=""Times New Roman""><font color=""#231f20"" face=""Times New Roman""></font></font>For reduction of mortality due to paratyphoid caused by <em>Salmonella typhimurium </em>susceptible to chlortetracycline in turkey poults not over 4 weeks of age.</p>"
NADA 048-761,Turkey poults not over 4 weeks of age,VFD,B,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM368176.pdf,,Chlortetracycline,,1051,"<p> <font size=""3""></font>For reduction of mortality due to paratyphoid caused by <em>Salmonella typhimurium </em>susceptible to chlortetracycline in turkey poults not over 4 weeks of age. <font size=""3""></font></p>"
NADA 048-761,Turkeys,VFD,B,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM368168.pdf,,Chlortetracycline,,1049,"<p> <font size=""3""></font>For control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to chlortetracycline in turkeys. </p>"
NADA 048-761,Turkeys,VFD,B,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM368171.pdf,,Chlortetracycline,,1048,"<p> <font size=""3""></font>For control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to chlortetracycline in turkeys. <font size=""3""></font></p>"
NADA 048-761,Turkeys,VFD,B,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM368180.pdf,,Chlortetracycline,,1050,"<p> <font size=""3""></font>For control of infectious synovitis caused by <em>Mycoplasma synoviae </em>susceptible to chlortetracycline in turkeys. <font size=""3""></font></p>"
NADA 048-761,Turkeys,VFD,C,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM368182.pdf,,Chlortetracycline,,4399,"<p> <font size=""3""></font>For control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to chlortetracycline in turkeys. <font size=""3""></font></p>"
NADA 048-761,Turkeys,VFD,C,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM368184.pdf,,Chlortetracycline,,4369,"<p> <font size=""3""></font>For control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to chlortetracycline in turkeys. <font size=""3""></font></p>"
NADA 048-761,Turkeys,VFD,C,"Aureomycin® 100 Granular,Aureomycin® 50 Granular,Aureomycin® 50 Granular A,Aureomycin® 70 Granular,Aureomycin® 80 Granular,Aureomycin® 90 Granular,Aureomycin® 90 Meal",UCM368190.pdf,,Chlortetracycline,,4340,"<p> <font size=""3""></font>For control of infectious synovitis caused by <em>Mycoplasma synoviae </em>susceptible to chlortetracycline in turkeys. <font size=""3""></font></p>"
NADA 138-935,Turkey,VFD,C,"Pennchlor 50 G®,Pennchlor® 100 G™,Pennchlor® 100 Hi-Flo™,Pennchlor® 50™,Pennchlor® 90 G™",UCM532446.pdf,,Chlortetracycline,,6731,"<p> <font size=""3""></font>For the control of infectious synovitis caused by <em>Mycoplasma synov</em>iae susceptible to chlortetracycline<font size=""3"">. </font></p>"
NADA 138-935,Turkey,VFD,C,"Pennchlor 50 G®,Pennchlor® 100 G™,Pennchlor® 100 Hi-Flo™,Pennchlor® 50™,Pennchlor® 90 G™",UCM532447.pdf,,Chlortetracycline,,6713,"<p> <font size=""3""></font>For the control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 138-935,Turkey,VFD,C,"Pennchlor 50 G®,Pennchlor® 100 G™,Pennchlor® 100 Hi-Flo™,Pennchlor® 50™,Pennchlor® 90 G™",UCM532451.pdf,,Chlortetracycline,,6696,"<p> <font size=""3""></font>For turkey poults not over 4 weeks of age for the reduction of mortality due to paratyphoid caused by <em>Salmonella typhimurium </em>susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 138-935,Turkeys,VFD,B,"Pennchlor 50 G®,Pennchlor® 100 G™,Pennchlor® 100 Hi-Flo™,Pennchlor® 50™,Pennchlor® 90 G™",UCM532444.pdf,,Chlortetracycline,,1000,"<p>For the control of infectious synovitis caused by <em>Mycoplasma synoviae.</em></p><p>For the control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to chlortetracycline.</p><p>For the reduction of mortality due to paratyphoid caused by <em>Salmonella typhimurium </em>susceptible to chlortetracycline.</p><p>For the control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to chlortetracycline.</p>"
NADA 138-935,Turkeys,VFD,C,"Pennchlor 50 G®,Pennchlor® 100 G™,Pennchlor® 100 Hi-Flo™,Pennchlor® 50™,Pennchlor® 90 G™",UCM532453.pdf,,Chlortetracycline,,1001,"<p> <font size=""3""></font>For the control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to chlortetracycline. <font size=""3""></font></p>"
ANADA 200-510,Turkey,VFD,B,"Deracin™ 100 Meal,Deracin™ 50 Meal,Deracin™ 90 Meal",UCM532590.pdf,,Chlortetracycline,,4737,"<p> <font size=""2""></font>For control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to chlortetracycline in turkeys. </p><p><font size=""2""><br/></font></p>"
ANADA 200-510,Turkey,VFD,B,"Deracin™ 100 Meal,Deracin™ 50 Meal,Deracin™ 90 Meal",UCM532592.pdf,,Chlortetracycline,,4839,"<p> <font size=""2""></font>For control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to chlortetracycline in turkeys. <font size=""2""></font></p>"
ANADA 200-510,Turkey,VFD,B,"Deracin™ 100 Meal,Deracin™ 50 Meal,Deracin™ 90 Meal",UCM532596.pdf,,Chlortetracycline,,4808,"<p> <font size=""2""></font>For control of infectious synovitis caused by <em>Mycoplasma synoviae </em>susceptible to chlortetracycline in turkeys. </p><p><br/></p><p><font size=""2""><br/></font></p>"
ANADA 200-510,Turkey,VFD,C,"Deracin™ 100 Meal,Deracin™ 50 Meal,Deracin™ 90 Meal",UCM532597.pdf,,Chlortetracycline,,4778,"<p> <font size=""2""></font>For control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to chlortetracycline in turkeys. <font size=""2""></font></p>"
ANADA 200-510,Turkey,VFD,C,"Deracin™ 100 Meal,Deracin™ 50 Meal,Deracin™ 90 Meal",UCM532600.pdf,,Chlortetracycline,,4736,"<p> <font size=""2""></font>For control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to chlortetracycline in turkeys. <font size=""2""></font></p>"
ANADA 200-510,Turkey,VFD,C,"Deracin™ 100 Meal,Deracin™ 50 Meal,Deracin™ 90 Meal",UCM532601.pdf,,Chlortetracycline,,4701,"<p> <font size=""2""></font>For control of infectious synovitis caused by <em>Mycoplasma synoviae </em>susceptible to chlortetracycline in turkeys. <font size=""2""></font></p>"
ANADA 200-510,Turkey poults not over 4 weeks of age,VFD,B,"Deracin™ 100 Meal,Deracin™ 50 Meal,Deracin™ 90 Meal",UCM532591.pdf,,Chlortetracycline,,4871,"<p> <font size=""2""></font>For reduction of mortality due to paratyphoid caused by <em>Salmonella typhimurium </em>susceptible to chlortetracycline in turkey poults not over 4 weeks of age. <font size=""2""></font></p>"
ANADA 200-510,Turkey poults not over 4 weeks of age,VFD,C,"Deracin™ 100 Meal,Deracin™ 50 Meal,Deracin™ 90 Meal",UCM532599.pdf,,Chlortetracycline,,4749,"<p> <font size=""2""></font>For reduction of mortality due to paratyphoid caused by <em>Salmonella typhimurium </em>susceptible to chlortetracycline in turkey poults not over 4 weeks of age. <font size=""2""></font></p>"
NADA 048-480,Turkey,VFD,B,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532338_N048480.pdf,,Chlortetracycline Calcium Complex,,8,"<p><span>For control of complicating bacterial organisms associated with bluecomb (<em>transmissible enteritis, coronaviral enteritis</em>)susceptible to chlortetracycline</span></p><p><font face=""Times New Roman"" size=""3""></font></p><p><font size=""3""><font face=""Times New Roman"" size=""3""><br/></font></font></p><p><font size=""3""><span><font face=""Times New Roman"" size=""3""></font></span></font></p><p><font size=""3""><font face=""Times New Roman"" size=""3""></font></font></p><p><font size=""3""><span><font face=""Times New Roman"" size=""3""></font></span></font></p><p><font size=""3""><span><font face=""Times New Roman"" size=""3""></font></span></font></p><p><font size=""3""><span><br/></span></font></p><p><font size=""3""><font face=""Times New Roman"" size=""3""></font></font></p><p></p><p><font face=""Times New Roman"" size=""3""></font></p><p></p><p><font face=""Times New Roman"" size=""3""></font></p><p></p><p><font size=""3""><font face=""Times New Roman"" size=""3""></font></font></p><p></p><p><font size=""3""><font face=""Times New Roman"" size=""3""></font></font></p><p></p>"
NADA 048-480,Turkey poults not over 4 weeks of age,VFD,B,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532348.pdf,,Chlortetracycline Calcium Complex,,5583,<p>Reduction of mortality due to paratyphoid caused by <i>Salmonella typhimurium </i>susceptible to chlortetracycline in turkey poults not over 4 weeks of age<br/></p>
NADA 048-480,Turkey poults not over 4 weeks of age,VFD,C,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532349.pdf,,Chlortetracycline Calcium Complex,,5607,<p>Reduction of mortality due to paratyphoid caused by <i>Salmonella typhimurium </i>susceptible to chlortetracycline in turkey poults not over 4 weeks of age.<br/></p>
NADA 048-480,Turkeys,VFD,C,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532341.pdf,,Chlortetracycline Calcium Complex,,5478,"<p>For control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to chlortetracycline.<br/></p>"
NADA 048-480,Turkeys,VFD,B,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532342.pdf,,Chlortetracycline Calcium Complex,,5497,<p>For control of infectious synovitis caused by <i>Mycoplasma synoviae </i>susceptible to chlortetracycline in turkeys.<br/></p>
NADA 048-480,Turkeys,VFD,B,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532343.pdf,,Chlortetracycline Calcium Complex,,5517,<p>Control of infectious synovitis caused by <i>Mycoplasma synoviae </i>susceptible to chlortetracycline<br/></p>
NADA 048-480,Turkeys,VFD,B,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532345.pdf,,Chlortetracycline Calcium Complex,,5538,<p>For control of hexamitiasis caused by <i>Hexamita meleagridis </i>susceptible to chlortetracycline in turkeys<br/></p>
NADA 048-480,Turkeys,VFD,C,"Chloratet™ 100,Chloratet™ 50,Chloratet™ 90",UCM532346.pdf,,Chlortetracycline Calcium Complex,,5560,<p>Control of hexamitiasis caused by <i>Hexamita meleagridis </i>susceptible to chlortetracycline.<br/></p>
NADA 049-287,Turkey poults not over 4 weeks of age,VFD,C,"PfiChlor® 100,PfiChlor® 50,PfiChlor® 70",Turkey Poults.pdf,,Chlortetracycline Calcium Complex,,10470,<p>For reduction of mortality due to paratyphoid caused by <i>Salmonella typhimurium </i>susceptible to chlortetracycline in turkey poults not over 4 weeks of age.</p>
NADA 049-287,Turkeys,VFD,C,"PfiChlor® 100,PfiChlor® 50,PfiChlor® 70",Turkeys Bluecomb.pdf,,Chlortetracycline Calcium Complex,,10467,"<p>For control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to chlortetracycline in turkeys.Â </p>"
NADA 049-287,Turkeys,VFD,C,"PfiChlor® 100,PfiChlor® 50,PfiChlor® 70",Turkeys HEX.pdf,,Chlortetracycline Calcium Complex,,10468,<p>For control of hexamitiasis caused by <i>Hexamita meleagridis </i>susceptible to chlortetracycline in turkeys.</p>
NADA 049-287,Turkeys,VFD,C,"PfiChlor® 100,PfiChlor® 50,PfiChlor® 70",Turkeys SYN.pdf,,Chlortetracycline Calcium Complex,,10469,<p>For control of infectious synovitis caused by <i>Mycoplasma synoviae</i>Â susceptible to chlortetracycline in turkeys.</p>
NADA 092-286,Turkey,VFD,C,"CLTC® 10,CLTC® 20,CLTC® 30,CLTC® 50,CLTC® 70",UCM532721.pdf,,Chlortetracycline Calcium Complex,,3915,"<p> <font size=""3""></font>For turkeys for control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 092-286,Turkey,VFD,C,"CLTC® 10,CLTC® 20,CLTC® 30,CLTC® 50,CLTC® 70",UCM532722.pdf,,Chlortetracycline Calcium Complex,,3904,"<p> <font size=""3""></font>For turkeys for control of infectious synovitis caused by <em>M. synoviae </em>susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 092-286,Turkey poults not over 4 weeks of age,VFD,C,"CLTC® 10,CLTC® 20,CLTC® 30,CLTC® 50,CLTC® 70",UCM532720.pdf,,Chlortetracycline Calcium Complex,,3938,"<p> <font size=""3""></font>For turkey poults not over 4 weeks of age: For reduction of mortality due to paratyphoid caused by <em>Salmonella typhimurium </em>susceptible to chlortetracycline <font size=""3""></font></p>"
NADA 092-286,Turkeys,VFD,C,"CLTC® 10,CLTC® 20,CLTC® 30,CLTC® 50,CLTC® 70",UCM532717.pdf,,Chlortetracycline Calcium Complex,,3951,"<p><font size=""3""></font>For turkeys for control of hexamitiasis caused by<em> Hexamita meleagridis </em>susceptible to chlortetracycline. <font size=""3""></font></p><p><font size=""3""></font></p><p><b><font face=""Times New Roman,Times New Roman"" size=""3""><font face=""Times New Roman,Times New Roman"" size=""3""></font></font></b></p><p><br/></p>"
NADA 046-699,Turkey,VFD,C,"ChlorMax® 100,ChlorMax® 50,ChlorMax® 65,ChlorMax® 70,Micro CTC®",UCM189899.pdf,,Chlortetracycline Hydrochloride,,4270,"<p> <font size=""3""></font>For control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to chlortetracycline<font size=""3"">. </font></p>"
NADA 046-699,Turkey,VFD,C,"ChlorMax® 100,ChlorMax® 50,ChlorMax® 65,ChlorMax® 70,Micro CTC®",UCM189900.pdf,,Chlortetracycline Hydrochloride,,4239,"<p> <font size=""3""></font>For control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 046-699,Turkey,VFD,C,"ChlorMax® 100,ChlorMax® 50,ChlorMax® 65,ChlorMax® 70,Micro CTC®",UCM189903.pdf,,Chlortetracycline Hydrochloride,,4251,"<p> <font size=""3""></font>For control of infectious synovitis caused by <em>Mycoplasma synoviae </em>susceptible to chlortetracycline. <font size=""3""></font></p>"
NADA 046-699,Turkey poults,VFD,C,"ChlorMax® 100,ChlorMax® 50,ChlorMax® 65,ChlorMax® 70,Micro CTC®",UCM532698.pdf,,Chlortetracycline Hydrochloride,,4205,"<p> <font size=""3""></font>For reduction of mortality due to paratyphoid caused by <em>Salmonella typhimurium </em>susceptible to chlortetracycline. <font size=""3""></font></p><p><font size=""3""></font></p><p><b><font face=""Times New Roman,Times New Roman"" size=""3""><font face=""Times New Roman,Times New Roman"" size=""3""></font></font></b></p><p><br/></p>"
NADA 034-393,Turkeys,OTC,C,Coyden 25®,N034393 Clopidol Type C Medicated Turkey Feed.pdf,,Clopidol,,7600,<p>As an aid in the prevention of leucocytozoonosis caused by <em>Leucocytozoon smithi.</em><br/></p>
NADA 140-951,Growing turkeys,OTC,B,Clinacox™ 0.2%,N 140-951 Clin Type B BB Turkey 8Jun2020.pdf,,Diclazuril,,8363,"<p> <font size=""2""></font>For the prevention of coccidiosis caused by <em>Eimeria adenoeides, E. gallopavonis</em>, <em>and E. meleagrimitis. </em></p><p><br/></p>"
NADA 140-951,Growing turkeys,OTC,C,Clinacox™ 0.2%,N 140-951 Clin Type C BB Turkey 1.pdf,,Diclazuril,,8364,"<p> <font size=""2""></font>For the prevention of coccidiosis caused by <em>Eimeria adenoeides, E. gallopavonis, </em>and<em> E. meleagrimitis. </em></p><p><br/></p>"
NADA 010-092,Turkey,VFD,C,Gallimycin®-100P,UCM532148.pdf,,Erythromycin Thiocyanate,,837,"<p> <font size=""3""></font>As an aid in the prevention and reduction of lesions and in lowering severity of chronic respiratory disease (CRD). <font size=""3""></font></p>"
NADA 010-092,Turkey,VFD,C,Gallimycin®-100P,UCM532151.pdf,,Erythromycin Thiocyanate,,835,"<p> <font size=""3""></font>As an aid in the prevention of chronic respiratory disease during periods of stress. <font size=""3""></font></p>"
NADA 131-675,Growing turkeys,OTC,B,Safe-Guard®,FBZ_TypeBTurkeyFeed_10Nov2021.pdf,,Fenbendazole,,10832,"<p>For the treatment and control of:</p><p>Gastrointestinal worms: Roundworms, Adults and larvae (<i>Ascaridia dissimilis</i>); Cecal worms, Adults and larvae (<i>Heterakis gallinarum</i>), an important vector of <i>Histomonas meleagridis</i> (Blackhead).<br/></p>"
NADA 131-675,Growing turkeys,OTC,C,Safe-Guard®,FBZ_TypeCTurkeyFeed_10Nov2021.pdf,,Fenbendazole,,10837,"<p>For the treatment and control of: Gastrointestinal worms: Roundworms, Adults and larvae (<i>Ascaridia dissimilis</i>); Cecal worms, Adults and larvae (<i>Heterakis gallinarum</i>), an important vector of <i>Histomonas meleagridis</i> (Blackhead).<br/></p>"
NADA 096-298,Growing turkeys,OTC,C,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",N096298 AVA Cocci Type C Turkey.pdf,,Lasalocid,,8561,"<p>For prevention of coccidiosis caused by <em>Eimeria meleagrimitis, E. gallopavonis, </em>and <em>E. adenoeides</em> in growing turkeys only.<br/></p>"
NADA 038-878,Turkeys,OTC,C,"Coban™ 60,Coban™ 90",UCM486594.pdf,,Monensin Sodium,,2394,"<p> <font size=""3""></font>For the prevention of coccidiosis in turkeys caused by <em>Eimeria adenoeides</em>, <em>E.meleagrimitis </em>and<em> E. gallopavonis. </em><font face=""Times New Roman,Times New Roman"" size=""3""><font face=""Times New Roman,Times New Roman"" size=""3""><i></i></font></font><font face=""Times New Roman,Times New Roman"" size=""3""><i></i></font><i></i></p>"
NADA 130-736,Turkeys,OTC,C,Coban™,Coban Turkey Feed Type C Blue Bird.pdf,,Monensin Sodium,,2335,"<p> <font size=""3""></font>For the prevention of coccidiosis in turkeys caused by <em>Eimeria adenoeides</em>, <em>E.meleagrimitis </em>and<em> E. gallopavonis</em>. <font face=""Times New Roman,Times New Roman"" size=""3""><font face=""Times New Roman,Times New Roman"" size=""3""><i></i></font></font><font face=""Times New Roman,Times New Roman"" size=""3""><i></i></font><i></i></p>"
NADA 095-143,Turkeys,VFD,B,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM417257.pdf,,Oxytetracycline,,6236,<p>For turkeys for control of hexamitiasis caused by <i>Hexamita meleagridis </i>susceptible to oxytetracycline.<br/></p>
NADA 095-143,Turkeys,VFD,B,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM417264.pdf,,Oxytetracycline,,6201,<p>For turkeys for control of infectious synovitis caused by <i>Mycoplasma synoviae </i>susceptible to oxytetracycline.<br/></p>
NADA 095-143,Turkeys,VFD,C,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM417265.pdf,,Oxytetracycline,,6218,"<p>For turkeys for control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to oxytetracycline.<br/></p>"
NADA 095-143,Turkeys,VFD,C,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM417274.pdf,,Oxytetracycline,,6343,<p>For turkeys for control of hexamitiasis caused by <i>Hexamita meleagridis </i>susceptible to oxytetracycline.<br/></p>
NADA 095-143,Turkeys,VFD,C,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM417276.pdf,,Oxytetracycline,,6296,<p>For turkeys for control of infectious synovitis caused by <i>Mycoplasma synoviae </i>susceptible to oxytetracycline.<br/></p>
NADA 095-143,Turkeys,VFD,C,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM417279.pdf,,Oxytetracycline,,6318,"<p>For turkeys for control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to oxytetracycline.<br/></p>"
NADA 138-938,Turkey,VFD,B,"Pennox 100 Hi-Flo®,Pennox 100-MR®,Pennox 200 Hi-Flo®,Pennox 50®",UCM101635.pdf,,Oxytetracycline,,6639,<p>For control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to oxytetracycline.</p><p>For control of infectious synovitis caused by <em>Mycoplasma synoviae </em>susceptible to oxytetraycline.<br/></p>
